X-location,Y-location,X-location,Y-location,Distance,Bearing,Angle,Abs Angle
(raw),(raw),(normalised),(normalised),(mm),(degrees),(degrees),(degrees)
24168,12436,303.5,161.9,,,,
24056,12284,300.7,158.1,4.7201694885,36.3825824869,,
23992,11944,299.1,149.6,8.6492774265,10.6600509538,-25.7225315331,25.7225315331
23932,11552,297.6,139.8,9.9141313286,8.7020125485,-1.9580384053,1.9580384053
23812,11196,294.6,130.9,9.3920178875,18.6273917689,9.9253792204,9.9253792204
24060,10732,300.8,119.3,13.152946438,331.8767541971,-46.7506375717,46.7506375717
24168,10276,303.5,107.9,11.7153745139,346.6757392603,14.7989850632,14.7989850632
24028,9668,300,92.7,15.5977562489,12.966888873,26.2911496127,26.2911496127
23696,9272,291.7,82.8,12.9189782878,39.9752461825,27.0083573095,27.0083573095
23256,8992,280.7,75.8,13.0384048104,57.527929467,17.5526832845,17.5526832845
22836,8776,270.2,70.4,11.8072011925,62.7828626411,5.2549331742,5.2549331742
22552,8252,263.1,57.3,14.9003355667,28.4565825716,-34.3262800696,34.3262800696
22040,7796,250.3,45.9,17.1405950889,48.3103582746,19.8537757031,19.8537757031
21596,7416,239.2,36.4,14.6102703603,49.4405381079,1.1301798332,1.1301798332
20948,7232,223,31.8,16.840427548,74.1473162561,24.7067781482,24.7067781482
20056,6616,200.7,16.4,27.1007379973,55.3713145138,-18.7760017423,18.7760017423
19188,6528,179,14.2,21.8112356367,84.2104089111,28.8390943973,28.8390943973
18516,6188,162.2,5.7,18.8279048224,63.1621364082,-21.0482725029,21.0482725029
18344,6104,157.9,3.6,4.7853944456,63.9677722524,0.8056358441,0.8056358441
18344,6100,157.9,3.5,0.1,0,-63.9677722524,63.9677722524
18344,6104,157.9,3.6,0.1,180,-180,180
18344,6100,157.9,3.5,0.1,0,-180,180
18012,5984,149.6,0.6,8.7920418561,70.7392301042,70.7392301042,70.7392301042
17496,5960,136.7,0,12.91394595,87.3359650181,16.5967349139,16.5967349139
16736,5960,117.7,0,19,89.9993221273,2.6633571093,2.6633571093
16084,6476,101.4,12.9,20.7870151777,128.3578968992,38.3585747718,38.3585747718
15480,6856,86.3,22.4,17.8398430486,122.1748734434,-6.1830234558,6.1830234558
14784,7356,68.9,34.9,21.4245186644,125.6925301636,3.5176567202,3.5176567202
14352,7828,58.1,46.7,15.9962495604,137.5329184362,11.8403882726,11.8403882726
14040,8324,50.3,59.1,14.6492320618,147.8282350616,10.2953166254,10.2953166254
13556,8912,38.2,73.8,19.0394327647,140.5406933199,-7.2875417417,7.2875417417
13060,9616,25.8,91.4,21.5295146253,144.8331510649,4.292457745,4.292457745
12420,9984,9.8,100.6,18.4564351921,119.8981782667,-24.9349727982,24.9349727982
12028,10324,0,109.1,12.9726635661,130.9357584301,11.0375801635,11.0375801635
